tiempo_s,posicion_m
0.0,1.0
0.005005005005005005,0.9995055720856217
0.01001001001001001,0.9980227772604111
0.015015015015015015,0.9955530817946745
0.02002002002002002,0.9920989278611683
0.025025025025025023,0.9876637311201432
0.03003003003003003,0.9822518773417481
0.035035035035035036,0.9758687180691361
0.04004004004004004,0.9685205653265601
0.04504504504504504,0.9602146853776896
0.050050050050050046,0.9509592915403253
0.055055055055055056,0.9407635360646109
0.06006006006006006,0.929637501082777
0.06506506506506507,0.9175921886393664
0.07007007007007007,0.9046395098117979
0.07507507507507508,0.8907922729320282
0.08008008008008008,0.8760641709209581
0.08508508508508508,0.8604697677481076
0.09009009009009009,0.8440244840299503
0.09509509509509509,0.8267445817811465
0.10010010010010009,0.8086471483337552
0.10510510510510511,0.7897500794403262
0.11011011011011011,0.7700720615775813
0.11511511511511512,0.7496325534681827
0.12012012012012012,0.728451766838861
0.12512512512512514,0.7065506464339324
0.13013013013013014,0.6839508493039657
0.13513513513513514,0.6606747233900815
0.14014014014014015,0.6367452854250605
0.14514514514514515,0.6121861981731136
0.15015015015015015,0.5870217470308186
0.15515515515515516,0.5612768160123651
0.16016016016016016,0.5349768631428518
0.16516516516516516,0.5081478952839693
0.17017017017017017,0.4808164424169648
0.17517517517517517,0.45300953140831424
0.18018018018018017,0.42475465928404793
0.18518518518518517,0.39607976603915696
0.19019019019019018,0.36701320700896545
0.19519519519519518,0.33758372482979254
0.20020020020020018,0.307820421016628
0.20520520520520522,0.2777527271859305
0.21021021021021022,0.24741037595200255
0.21521521521521522,0.21682337152571926
0.22022022022022023,0.18602196004469201
0.22522522522522523,0.1550365996641978
0.23023023023023023,0.12389793043845522
0.23523523523523523,0.09263674402202741
0.24024024024024024,0.06128395322131638
0.24524524524524524,0.02987056142625317
0.2502502502502503,-0.001572368047584636
0.2552552552552553,-0.033013742676113636
0.2602602602602603,-0.06442247147276828
0.2652652652652653,-0.09576749573300393
0.2702702702702703,-0.12701781974687876
0.2752752752752753,-0.1581425414493409
0.2802802802802803,-0.18911088297791642
0.2852852852852853,-0.21989222110757764
0.2902902902902903,-0.25045611753269853
0.2952952952952953,-0.2807723489661494
0.3003003003003003,-0.31081093702577123
0.3053053053053053,-0.3405421778786736
0.3103103103103103,-0.3699366716140432
0.3153153153153153,-0.39896535131541633
0.3203203203203203,-0.42759951180366895
0.3253253253253253,-0.45581083802230127
0.3303303303303303,-0.48357143303694416
0.3353353353353353,-0.5108538456214082
0.34034034034034033,-0.5376310974029871
0.34534534534534533,-0.5638767095401775
0.35035035035035034,-0.589564728906439
0.35535535535535534,-0.6146697537540922
0.36036036036036034,-0.6391669588329846
0.36536536536536535,-0.6630321199390866
0.37037037037037035,-0.6862416378687334
0.37537537537537535,-0.708772561754838
0.38038038038038036,-0.7306026117619887
0.38538538538538536,-0.7517102011179931
0.39039039039039036,-0.772074457460086
0.39539539539539537,-0.7916752434746853
0.40040040040040037,-0.8104931768102919
0.40540540540540543,-0.8285096492438421
0.41041041041041043,-0.8457068450815561
0.41541541541541543,-0.8620677587760914
0.42042042042042044,-0.8775762117425775
0.42542542542542544,-0.8922168683569037
0.43043043043043044,-0.9059752511204398
0.43543543543543545,-0.918837754976196
0.44044044044044045,-0.9307916607622619
0.44544544544544545,-0.9418251477892249
0.45045045045045046,-0.9519273055291266
0.45545545545545546,-0.9610881444044028
0.46046046046046046,-0.9692986056661356
0.46546546546546547,-0.9765505703518494
0.47047047047047047,-0.9828368673139948
0.4754754754754755,-0.9881512803111796
0.4804804804804805,-0.9924885541551347
0.4854854854854855,-0.9958443999073395
0.4904904904904905,-0.9982154991201608
0.4954954954954955,-0.9995995071183218
0.5005005005005005,-0.9999950553174458
0.5055055055055055,-0.9994017525773915
0.5105105105105106,-0.9978201855890307
0.5155155155155156,-0.995251918294099
0.5205205205205206,-0.9916994903386805
0.5255255255255256,-0.9871664145618657
0.5305305305305306,-0.9816571735220582
0.5355355355355356,-0.9751772150643724
0.5405405405405406,-0.967732946933499
